transaction_id;customer_id;transaction_date;type;description;amount;transaction_id;customer_id;transaction_date;type;description;Amount;label;Confidence_random_forest;category_random_forest;subcategory_random_forest;CR_version;model_version
289;42;2017-10-20T00:00:00Z;debit;304-0526802-7993917 amazon.de 1383763514343404;;289;42;2017-10-20T00:00:00Z;debit;304-0526802-7993917 amazon.de 1383763514343404;23.36;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
290;42;2017-10-22T00:00:00Z;debit;www.keidelbad.de;;290;42;2017-10-22T00:00:00Z;debit;www.keidelbad.de;103.0;bills_and_utilities/electricity;0.6121651786;bills_and_utilities;electricity;Oct2018;Oct2018
291;42;2017-10-24T00:00:00Z;debit;306-8302546-9721124 amazon.de 2582040900891086;;291;42;2017-10-24T00:00:00Z;debit;306-8302546-9721124 amazon.de 2582040900891086;19.86;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
292;42;2017-10-24T00:00:00Z;debit;305-8597657-8659561 amazon .mktplce eu-de 0418367083957648;;292;42;2017-10-24T00:00:00Z;debit;305-8597657-8659561 amazon .mktplce eu-de 0418367083957648;33.99;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
294;42;2017-10-27T00:00:00Z;debit;spk freiburg-noerdlich;;294;42;2017-10-27T00:00:00Z;debit;spk freiburg-noerdlich;500.0;transfer_out/transfer_out;0.9375;transfer_out;transfer_out;Oct2018;Oct2018
295;42;2017-10-27T00:00:00Z;debit;ikea deutschland nl fr;;295;42;2017-10-27T00:00:00Z;debit;ikea deutschland nl fr;459.87;home_and_garden/furniture;0.7812500000000001;home_and_garden;furniture;Oct2018;Oct2018
296;42;2017-10-28T00:00:00Z;debit;h&m emmendingen 1de000;;296;42;2017-10-28T00:00:00Z;debit;h&m emmendingen 1de000;29.97;shopping/clothing & shoes;0.6909722222;shopping;clothing & shoes;Oct2018;Oct2018
297;42;2017-10-28T00:00:00Z;debit;mueller 3524;;297;42;2017-10-28T00:00:00Z;debit;mueller 3524;109.85;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
298;42;2017-10-28T00:00:00Z;debit;babyone gundelfingen;;298;42;2017-10-28T00:00:00Z;debit;babyone gundelfingen;179.13;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
299;42;2017-10-30T00:00:00Z;debit;kohler lebensmittel ha;;299;42;2017-10-30T00:00:00Z;debit;kohler lebensmittel ha;96.01;finance_and_insurance/rent & mortgage payment;0.3354910714;finance_and_insurance;rent & mortgage payment;Oct2018;Oct2018
300;42;2017-11-02T00:00:00Z;debit;304-5262280-9508312 amazon .mktplce eu-de 2790273430085750;;300;42;2017-11-02T00:00:00Z;debit;304-5262280-9508312 amazon .mktplce eu-de 2790273430085750;14.64;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
302;42;2017-11-06T00:00:00Z;debit;304-4935268-0265157 amazon .mktplce eu-de 2952306522584732;;302;42;2017-11-06T00:00:00Z;debit;304-4935268-0265157 amazon .mktplce eu-de 2952306522584732;14.99;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
303;42;2017-11-07T00:00:00Z;debit;304-4935268-0265157 amazon .mktplce eu-de 2952315152914803;;303;42;2017-11-07T00:00:00Z;debit;304-4935268-0265157 amazon .mktplce eu-de 2952315152914803;23.99;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
305;42;2017-11-12T00:00:00Z;debit;fini resort badenweile;;305;42;2017-11-12T00:00:00Z;debit;fini resort badenweile;385.7;transfer_out/transfer_out;0.5625;transfer_out;transfer_out;Oct2018;Oct2018
306;42;2017-11-12T00:00:00Z;debit;fini resort badenweile;;306;42;2017-11-12T00:00:00Z;debit;fini resort badenweile;59.0;transfer_out/transfer_out;0.5625;transfer_out;transfer_out;Oct2018;Oct2018
307;42;2017-11-17T00:00:00Z;debit;amazon svcs eu-de amaz;;307;42;2017-11-17T00:00:00Z;debit;amazon svcs eu-de amaz;12.66;online_shopping/department store;0.7682291667000001;online_shopping;department store;Oct2018;Oct2018
308;42;2017-11-17T00:00:00Z;debit;amazon svcs eu-de amaz;;308;42;2017-11-17T00:00:00Z;debit;amazon svcs eu-de amaz;13.99;online_shopping/department store;0.7682291667000001;online_shopping;department store;Oct2018;Oct2018
309;42;2017-11-19T00:00:00Z;debit;tresorit ag;;309;42;2017-11-19T00:00:00Z;debit;tresorit ag;16.85;business_services/facilities mgt;0.19717261900000002;business_services;facilities mgt;Oct2018;Oct2018
310;42;2017-11-19T00:00:00Z;debit;maksutu*reimashop.com;;310;42;2017-11-19T00:00:00Z;debit;maksutu*reimashop.com;45.9;bills_and_utilities/electricity;0.6121651786;bills_and_utilities;electricity;Oct2018;Oct2018
311;42;2017-11-19T00:00:00Z;debit;amazon svcs eu-de amaz;;311;42;2017-11-19T00:00:00Z;debit;amazon svcs eu-de amaz;4.12;online_shopping/department store;0.7682291667000001;online_shopping;department store;Oct2018;Oct2018
312;42;2017-11-20T00:00:00Z;debit;amazon de marketplace;;312;42;2017-11-20T00:00:00Z;debit;amazon de marketplace;12.56;online_shopping/department store;0.7621527778;online_shopping;department store;Oct2018;Oct2018
313;42;2017-11-20T00:00:00Z;debit;amazon de marketplace;;313;42;2017-11-20T00:00:00Z;debit;amazon de marketplace;5.41;online_shopping/department store;0.7621527778;online_shopping;department store;Oct2018;Oct2018
314;42;2017-11-20T00:00:00Z;debit;amazon de marketplace;;314;42;2017-11-20T00:00:00Z;debit;amazon de marketplace;12.56;online_shopping/department store;0.7621527778;online_shopping;department store;Oct2018;Oct2018
315;42;2017-11-20T00:00:00Z;debit;amazon svcs eu-de amaz;;315;42;2017-11-20T00:00:00Z;debit;amazon svcs eu-de amaz;12.27;online_shopping/department store;0.7682291667000001;online_shopping;department store;Oct2018;Oct2018
316;42;2017-11-20T00:00:00Z;debit;amazon svcs eu-de amaz;;316;42;2017-11-20T00:00:00Z;debit;amazon svcs eu-de amaz;41.13;online_shopping/department store;0.7682291667000001;online_shopping;department store;Oct2018;Oct2018
317;42;2017-11-20T00:00:00Z;debit;amazon eu amazon.de;;317;42;2017-11-20T00:00:00Z;debit;amazon eu amazon.de;20.28;online_shopping/department store;0.9742683532;online_shopping;department store;Oct2018;Oct2018
318;42;2017-11-20T00:00:00Z;debit;amazon svcs eu-de amaz;;318;42;2017-11-20T00:00:00Z;debit;amazon svcs eu-de amaz;15.89;online_shopping/department store;0.7682291667000001;online_shopping;department store;Oct2018;Oct2018
319;42;2017-11-20T00:00:00Z;debit;amazon svcs eu-de amaz;;319;42;2017-11-20T00:00:00Z;debit;amazon svcs eu-de amaz;36.84;online_shopping/department store;0.7682291667000001;online_shopping;department store;Oct2018;Oct2018
320;42;2017-11-20T00:00:00Z;debit;amazon svcs eu-de amaz;;320;42;2017-11-20T00:00:00Z;debit;amazon svcs eu-de amaz;4.29;online_shopping/department store;0.7682291667000001;online_shopping;department store;Oct2018;Oct2018
321;42;2017-11-21T00:00:00Z;debit;amazon de marketplace;;321;42;2017-11-21T00:00:00Z;debit;amazon de marketplace;13.38;online_shopping/department store;0.7621527778;online_shopping;department store;Oct2018;Oct2018
323;42;2017-11-23T00:00:00Z;debit;amazon eu amazon.de;;323;42;2017-11-23T00:00:00Z;debit;amazon eu amazon.de;8.4;online_shopping/department store;0.9742683532;online_shopping;department store;Oct2018;Oct2018
324;42;2017-11-24T00:00:00Z;debit;amazon eu amazon.de;;324;42;2017-11-24T00:00:00Z;debit;amazon eu amazon.de;10.27;online_shopping/department store;0.9742683532;online_shopping;department store;Oct2018;Oct2018
326;42;2017-12-20T00:00:00Z;debit;302-3618945-1113960 amazon.de 7523705466571297;;326;42;2017-12-20T00:00:00Z;debit;302-3618945-1113960 amazon.de 7523705466571297;114.89;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
327;42;2017-12-21T00:00:00Z;debit;304-6755328-3050722 amazon .mktplce eu-de 2978361449484557;;327;42;2017-12-21T00:00:00Z;debit;304-6755328-3050722 amazon .mktplce eu-de 2978361449484557;16.99;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
328;42;2017-12-22T00:00:00Z;debit;a standard 2 euro maestro card withdrawal fee has applied. please use your mastercard to avoid this fee.;;328;42;2017-12-22T00:00:00Z;debit;a standard 2 euro maestro card withdrawal fee has applied. please use your mastercard to avoid this fee.;2.0;finance_and_insurance/credit card;0.2855902778;finance_and_insurance;credit card;Oct2018;Oct2018
329;42;2017-12-22T00:00:00Z;debit;spk freiburg-noerdlich;;329;42;2017-12-22T00:00:00Z;debit;spk freiburg-noerdlich;300.0;transfer_out/transfer_out;0.9375;transfer_out;transfer_out;Oct2018;Oct2018
330;42;2017-12-22T00:00:00Z;debit;babyone gundelfingen;;330;42;2017-12-22T00:00:00Z;debit;babyone gundelfingen;110.9;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
331;42;2017-12-28T00:00:00Z;debit;tresorit ag;;331;42;2017-12-28T00:00:00Z;debit;tresorit ag;414.72;business_services/facilities mgt;0.19717261900000002;business_services;facilities mgt;Oct2018;Oct2018
333;42;2017-12-29T00:00:00Z;debit;bührer aktive sports g;;333;42;2017-12-29T00:00:00Z;debit;bührer aktive sports g;296.91;shopping/sports & outdoors;0.41542658730000004;shopping;sports & outdoors;Oct2018;Oct2018
334;42;2017-12-29T00:00:00Z;debit;dm-drogerie markt gmbh;;334;42;2017-12-29T00:00:00Z;debit;dm-drogerie markt gmbh;97.5;shopping/electronics & computers;0.2873883929;shopping;electronics & computers;Oct2018;Oct2018
337;42;2018-01-27T00:00:00Z;debit;airbnb * hmpewh58tq;;337;42;2018-01-27T00:00:00Z;debit;airbnb * hmpewh58tq;1152.07;travel/hotel;1.0;travel;hotel;Oct2018;Oct2018
338;42;2018-02-01T00:00:00Z;debit;costa coffee;;338;42;2018-02-01T00:00:00Z;debit;costa coffee;3.04;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
339;42;2018-02-01T00:00:00Z;debit;pret a manger;;339;42;2018-02-01T00:00:00Z;debit;pret a manger;5.44;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
340;42;2018-02-01T00:00:00Z;debit;costa coffee;;340;42;2018-02-01T00:00:00Z;debit;costa coffee;8.49;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
341;42;2018-02-01T00:00:00Z;debit;costa coffee;;341;42;2018-02-01T00:00:00Z;debit;costa coffee;4.7;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
342;42;2018-02-01T00:00:00Z;debit;the wellington;;342;42;2018-02-01T00:00:00Z;debit;the wellington;6.31;food_and_dining/pubs & clubs;0.9167534722;food_and_dining;pubs & clubs;Oct2018;Oct2018
343;42;2018-02-01T00:00:00Z;debit;mcdonalds;;343;42;2018-02-01T00:00:00Z;debit;mcdonalds;7.32;food_and_dining/fast food & takeaway;1.0;food_and_dining;fast food & takeaway;Oct2018;Oct2018
344;42;2018-02-01T00:00:00Z;debit;mcdonalds;;344;42;2018-02-01T00:00:00Z;debit;mcdonalds;1.1400000000000001;food_and_dining/fast food & takeaway;1.0;food_and_dining;fast food & takeaway;Oct2018;Oct2018
345;42;2018-02-01T00:00:00Z;debit;princess of wales;;345;42;2018-02-01T00:00:00Z;debit;princess of wales;6.08;food_and_dining/pubs & clubs;0.3696676587;food_and_dining;pubs & clubs;Oct2018;Oct2018
346;42;2018-02-01T00:00:00Z;debit;ap foods express;;346;42;2018-02-01T00:00:00Z;debit;ap foods express;2.7199999999999998;shopping/groceries;0.6135292659;shopping;groceries;Oct2018;Oct2018
347;42;2018-02-02T00:00:00Z;debit;tfl.gov.uk/cp;;347;42;2018-02-02T00:00:00Z;debit;tfl.gov.uk/cp;6.54;transport/public transport;1.0;transport;public transport;Oct2018;Oct2018
348;42;2018-02-02T00:00:00Z;debit;rhubarb;;348;42;2018-02-02T00:00:00Z;debit;rhubarb;27.72;transfer_out/transfer_out;0.8125;transfer_out;transfer_out;Oct2018;Oct2018
349;42;2018-02-02T00:00:00Z;debit;brick lane brews;;349;42;2018-02-02T00:00:00Z;debit;brick lane brews;6.85;transport/fuel;0.1876240079;transport;fuel;Oct2018;Oct2018
350;42;2018-02-02T00:00:00Z;debit;starbucks;;350;42;2018-02-02T00:00:00Z;debit;starbucks;2.9699999999999998;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
351;42;2018-02-02T00:00:00Z;debit;costa coffee;;351;42;2018-02-02T00:00:00Z;debit;costa coffee;3.03;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
352;42;2018-02-02T00:00:00Z;debit;costa coffee;;352;42;2018-02-02T00:00:00Z;debit;costa coffee;5.25;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
353;42;2018-02-02T00:00:00Z;debit;wagamama great marlbor;;353;42;2018-02-02T00:00:00Z;debit;wagamama great marlbor;21.87;food_and_dining/restaurants;0.6461309524000001;food_and_dining;restaurants;Oct2018;Oct2018
354;42;2018-02-02T00:00:00Z;debit;costa coffee;;354;42;2018-02-02T00:00:00Z;debit;costa coffee;4.68;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
355;42;2018-02-03T00:00:00Z;debit;tfl.gov.uk/cp;;355;42;2018-02-03T00:00:00Z;debit;tfl.gov.uk/cp;5.94;transport/public transport;1.0;transport;public transport;Oct2018;Oct2018
357;42;2018-02-14T00:00:00Z;debit;fini resort badenweile;;357;42;2018-02-14T00:00:00Z;debit;fini resort badenweile;547.59;transfer_out/transfer_out;0.5625;transfer_out;transfer_out;Oct2018;Oct2018
358;42;2018-02-15T00:00:00Z;debit;sixt 9859736112;;358;42;2018-02-15T00:00:00Z;debit;sixt 9859736112;589.05;transfer_out/transfer_out;0.6875;transfer_out;transfer_out;Oct2018;Oct2018
359;42;2018-02-18T00:00:00Z;debit;amazon eu amazon.de;;359;42;2018-02-18T00:00:00Z;debit;amazon eu amazon.de;18.99;online_shopping/department store;0.9742683532;online_shopping;department store;Oct2018;Oct2018
360;42;2018-02-19T00:00:00Z;debit;amazon de marketplace;;360;42;2018-02-19T00:00:00Z;debit;amazon de marketplace;20.46;online_shopping/department store;0.7621527778;online_shopping;department store;Oct2018;Oct2018
361;42;2018-02-27T00:00:00Z;debit;305-0904880-9853918 amazon .mktplce eu-de 1552072297914415;;361;42;2018-02-27T00:00:00Z;debit;305-0904880-9853918 amazon .mktplce eu-de 1552072297914415;31.89;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
362;42;2018-02-27T00:00:00Z;debit;305-5070374-6670705 amazon .mktplce eu-de 1965073467589067;;362;42;2018-02-27T00:00:00Z;debit;305-5070374-6670705 amazon .mktplce eu-de 1965073467589067;25.8;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
364;42;2018-03-07T00:00:00Z;debit;028-6987823-2543519 amazon .mktplce eu-de 5316752075673936;;364;42;2018-03-07T00:00:00Z;debit;028-6987823-2543519 amazon .mktplce eu-de 5316752075673936;94.9;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
365;42;2018-03-19T00:00:00Z;debit;amazon eu;;365;42;2018-03-19T00:00:00Z;debit;amazon eu;29.95;online_shopping/department store;0.9930555556;online_shopping;department store;Oct2018;Oct2018
366;42;2018-03-27T00:00:00Z;debit;sixt rent a car madeir;;366;42;2018-03-27T00:00:00Z;debit;sixt rent a car madeir;610.5;travel/rental car & taxi;1.0;travel;rental car & taxi;Oct2018;Oct2018
367;42;2018-04-05T00:00:00Z;debit;sixt rent a car;;367;42;2018-04-05T00:00:00Z;debit;sixt rent a car;310.5;travel/rental car & taxi;1.0;travel;rental car & taxi;Oct2018;Oct2018
370;42;2018-04-08T00:00:00Z;debit;miniatur wunderland ha;;370;42;2018-04-08T00:00:00Z;debit;miniatur wunderland ha;31.0;finance_and_insurance/rent & mortgage payment;0.45528273810000003;finance_and_insurance;rent & mortgage payment;Oct2018;Oct2018
371;42;2018-04-12T00:00:00Z;debit;302-8171917-4565134 amazon.de 2450226407178297;;371;42;2018-04-12T00:00:00Z;debit;302-8171917-4565134 amazon.de 2450226407178297;30.18;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
372;42;2018-04-14T00:00:00Z;debit;dm-drogerie markt;;372;42;2018-04-14T00:00:00Z;debit;dm-drogerie markt;297.2;transfer_out/transfer_out;0.5729166667;transfer_out;transfer_out;Oct2018;Oct2018
373;42;2018-04-14T00:00:00Z;debit;bascho an gmbh co kg;;373;42;2018-04-14T00:00:00Z;debit;bascho an gmbh co kg;279.3;shopping/clothing & shoes;0.4373759921;shopping;clothing & shoes;Oct2018;Oct2018
374;42;2018-04-21T00:00:00Z;debit;constanzer wirtshaus g;;374;42;2018-04-21T00:00:00Z;debit;constanzer wirtshaus g;45.0;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
375;42;2018-04-21T00:00:00Z;debit;tchibo 1994;;375;42;2018-04-21T00:00:00Z;debit;tchibo 1994;18.97;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
376;42;2018-04-21T00:00:00Z;debit;constanzer wirtshaus g;;376;42;2018-04-21T00:00:00Z;debit;constanzer wirtshaus g;30.0;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
377;42;2018-04-27T00:00:00Z;debit;dm-drogerie markt;;377;42;2018-04-27T00:00:00Z;debit;dm-drogerie markt;1.6;transfer_out/transfer_out;0.5729166667;transfer_out;transfer_out;Oct2018;Oct2018
378;42;2018-04-27T00:00:00Z;debit;dm-drogerie markt;;378;42;2018-04-27T00:00:00Z;debit;dm-drogerie markt;6.6;transfer_out/transfer_out;0.5729166667;transfer_out;transfer_out;Oct2018;Oct2018
379;42;2018-04-27T00:00:00Z;debit;sparda-bank hamburg;;379;42;2018-04-27T00:00:00Z;debit;sparda-bank hamburg;400.0;transfer_out/transfer_out;0.2356894841;transfer_out;transfer_out;Oct2018;Oct2018
380;42;2018-04-28T00:00:00Z;debit;goertz retail gmbh;;380;42;2018-04-28T00:00:00Z;debit;goertz retail gmbh;196.85;shopping/department store;0.1732390873;shopping;department store;Oct2018;Oct2018
381;42;2018-04-28T00:00:00Z;debit;sport scheck;;381;42;2018-04-28T00:00:00Z;debit;sport scheck;305.75;shopping/sports & outdoors;0.609437004;shopping;sports & outdoors;Oct2018;Oct2018
382;42;2018-04-30T00:00:00Z;debit;hamburger volksbank eg;;382;42;2018-04-30T00:00:00Z;debit;hamburger volksbank eg;80.0;transfer_out/transfer_out;0.3015625;transfer_out;transfer_out;Oct2018;Oct2018
384;42;2018-05-03T00:00:00Z;debit;304-0129070-8522737 amazon .mktplce eu-de 6667108135736417;;384;42;2018-05-03T00:00:00Z;debit;304-0129070-8522737 amazon .mktplce eu-de 6667108135736417;5.22;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
385;42;2018-05-03T00:00:00Z;debit;304-9820789-6386756 amazon .mktplce eu-de 8764283670805314;;385;42;2018-05-03T00:00:00Z;debit;304-9820789-6386756 amazon .mktplce eu-de 8764283670805314;4.98;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
386;42;2018-05-04T00:00:00Z;debit;amazon de marketplace;;386;42;2018-05-04T00:00:00Z;debit;amazon de marketplace;70.73;online_shopping/department store;0.7621527778;online_shopping;department store;Oct2018;Oct2018
388;42;2018-05-04T00:00:00Z;debit;304-4798717-5984326 amazon .mktplce eu-de 1718289500748987;;388;42;2018-05-04T00:00:00Z;debit;304-4798717-5984326 amazon .mktplce eu-de 1718289500748987;11.84;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
389;42;2018-05-05T00:00:00Z;debit;amazon de marketplace;;389;42;2018-05-05T00:00:00Z;debit;amazon de marketplace;28.12;online_shopping/department store;0.7621527778;online_shopping;department store;Oct2018;Oct2018
390;42;2018-05-15T00:00:00Z;debit;superdrug stores plc;;390;42;2018-05-15T00:00:00Z;debit;superdrug stores plc;2.04;personal_care/cosmetics & beauty;1.0;personal_care;cosmetics & beauty;Oct2018;Oct2018
391;42;2018-05-15T00:00:00Z;debit;docklands light railwa;;391;42;2018-05-15T00:00:00Z;debit;docklands light railwa;22.71;transport/public transport;0.7345858135000001;transport;public transport;Oct2018;Oct2018
393;42;2018-05-15T00:00:00Z;debit;docklands light ra;;393;42;2018-05-15T00:00:00Z;debit;docklands light ra;22.78;transport/public transport;0.3069444444;transport;public transport;Oct2018;Oct2018
394;42;2018-05-15T00:00:00Z;debit;pret a manger;;394;42;2018-05-15T00:00:00Z;debit;pret a manger;5.92;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
395;42;2018-05-15T00:00:00Z;debit;citadines trafalga;;395;42;2018-05-15T00:00:00Z;debit;citadines trafalga;359.59;transfer_out/transfer_out;0.9687500000000001;transfer_out;transfer_out;Oct2018;Oct2018
396;42;2018-05-15T00:00:00Z;debit;princess of wales;;396;42;2018-05-15T00:00:00Z;debit;princess of wales;6.26;food_and_dining/pubs & clubs;0.3696676587;food_and_dining;pubs & clubs;Oct2018;Oct2018
397;42;2018-05-15T00:00:00Z;debit;the wellington;;397;42;2018-05-15T00:00:00Z;debit;the wellington;12.64;food_and_dining/pubs & clubs;0.9167534722;food_and_dining;pubs & clubs;Oct2018;Oct2018
398;42;2018-05-16T00:00:00Z;debit;boots 1629;;398;42;2018-05-16T00:00:00Z;debit;boots 1629;3.54;health_and_fitness/pharmacy;1.0;health_and_fitness;pharmacy;Oct2018;Oct2018
399;42;2018-05-16T00:00:00Z;debit;camden food company;;399;42;2018-05-16T00:00:00Z;debit;camden food company;3.54;food_and_dining/fast food & takeaway;0.3108010913;food_and_dining;fast food & takeaway;Oct2018;Oct2018
400;42;2018-05-16T00:00:00Z;debit;pret a manger;;400;42;2018-05-16T00:00:00Z;debit;pret a manger;2.81;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
401;42;2018-05-16T00:00:00Z;debit;lemon tree;;401;42;2018-05-16T00:00:00Z;debit;lemon tree;50.05;food_and_dining/restaurants;0.77890625;food_and_dining;restaurants;Oct2018;Oct2018
403;42;2018-05-16T00:00:00Z;debit;lemon tree;;403;42;2018-05-16T00:00:00Z;debit;lemon tree;15.98;food_and_dining/restaurants;0.77890625;food_and_dining;restaurants;Oct2018;Oct2018
404;42;2018-05-16T00:00:00Z;debit;lemon tree;;404;42;2018-05-16T00:00:00Z;debit;lemon tree;50.39;food_and_dining/restaurants;0.77890625;food_and_dining;restaurants;Oct2018;Oct2018
405;42;2018-05-17T00:00:00Z;debit;citadines trafalga;;405;42;2018-05-17T00:00:00Z;debit;citadines trafalga;13.76;transfer_out/transfer_out;0.9687500000000001;transfer_out;transfer_out;Oct2018;Oct2018
406;42;2018-05-17T00:00:00Z;debit;pret a manger;;406;42;2018-05-17T00:00:00Z;debit;pret a manger;2.81;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
407;42;2018-05-17T00:00:00Z;debit;ltr uk london city;;407;42;2018-05-17T00:00:00Z;debit;ltr uk london city;77.03;shopping/department store;0.2671626984;shopping;department store;Oct2018;Oct2018
408;42;2018-05-17T00:00:00Z;debit;caffe nero 355 city ai;;408;42;2018-05-17T00:00:00Z;debit;caffe nero 355 city ai;4.07;food_and_dining/coffee shops;0.7187500000000001;food_and_dining;coffee shops;Oct2018;Oct2018
409;42;2018-05-17T00:00:00Z;debit;pret a manger;;409;42;2018-05-17T00:00:00Z;debit;pret a manger;1.1400000000000001;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
411;42;2018-05-23T00:00:00Z;debit;302-4172530-9631540 amazon.de 8071413774432596;;411;42;2018-05-23T00:00:00Z;debit;302-4172530-9631540 amazon.de 8071413774432596;155.96;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
412;42;2018-06-03T00:00:00Z;debit;taxibetrieb lothar bra;;412;42;2018-06-03T00:00:00Z;debit;taxibetrieb lothar bra;15.6;transfer_out/transfer_out;0.7604166667000001;transfer_out;transfer_out;Oct2018;Oct2018
414;42;2018-06-14T00:00:00Z;debit;304-3384097-2949161 amazon.de 1500338642297526;;414;42;2018-06-14T00:00:00Z;debit;304-3384097-2949161 amazon.de 1500338642297526;11.76;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
415;42;2018-06-15T00:00:00Z;debit;302-2718016-6245910 amazon .mktplce eu-de 1166680901036722;;415;42;2018-06-15T00:00:00Z;debit;302-2718016-6245910 amazon .mktplce eu-de 1166680901036722;29.99;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
416;42;2018-06-15T00:00:00Z;debit;shell 1269;;416;42;2018-06-15T00:00:00Z;debit;shell 1269;65.98;transport/fuel;1.0;transport;fuel;Oct2018;Oct2018
417;42;2018-06-16T00:00:00Z;debit;dm-drogerie markt;;417;42;2018-06-16T00:00:00Z;debit;dm-drogerie markt;72.55;transfer_out/transfer_out;0.5729166667;transfer_out;transfer_out;Oct2018;Oct2018
418;42;2018-06-16T00:00:00Z;debit;mÜller ltd. & co. kg;;418;42;2018-06-16T00:00:00Z;debit;mÜller ltd. & co. kg;149.9;shopping/clothing & shoes;0.5392361111;shopping;clothing & shoes;Oct2018;Oct2018
419;42;2018-06-16T00:00:00Z;debit;rewe dieter schneider;;419;42;2018-06-16T00:00:00Z;debit;rewe dieter schneider;40.95;transfer_out/transfer_out;0.75;transfer_out;transfer_out;Oct2018;Oct2018
420;42;2018-06-17T00:00:00Z;debit;sumup  *rex 3 gmbh;;420;42;2018-06-17T00:00:00Z;debit;sumup  *rex 3 gmbh;80.0;online_shopping/clothing & shoes;0.0881696429;online_shopping;clothing & shoes;Oct2018;Oct2018
421;42;2018-06-26T00:00:00Z;debit;fti touristik gmbh;;421;42;2018-06-26T00:00:00Z;debit;fti touristik gmbh;646.0;transfer_out/transfer_out;0.21875000000000003;transfer_out;transfer_out;Oct2018;Oct2018
422;42;2018-06-30T00:00:00Z;debit;spk freiburg-noerdlich;;422;42;2018-06-30T00:00:00Z;debit;spk freiburg-noerdlich;400.0;transfer_out/transfer_out;0.9375;transfer_out;transfer_out;Oct2018;Oct2018
423;42;2018-06-30T00:00:00Z;debit;dm-drogerie markt;;423;42;2018-06-30T00:00:00Z;debit;dm-drogerie markt;75.05;transfer_out/transfer_out;0.5729166667;transfer_out;transfer_out;Oct2018;Oct2018
424;42;2018-07-01T00:00:00Z;debit;itunes.com/bill;;424;42;2018-07-01T00:00:00Z;debit;itunes.com/bill;1.0;entertainment/music;1.0;entertainment;music;Oct2018;Oct2018
426;42;2018-07-01T00:00:00Z;debit;itunes.com/bill;;426;42;2018-07-01T00:00:00Z;debit;itunes.com/bill;1.0;entertainment/music;1.0;entertainment;music;Oct2018;Oct2018
428;42;2018-07-01T00:00:00Z;debit;google *services;;428;42;2018-07-01T00:00:00Z;debit;google *services;1.0;online_shopping/movies, tv, music and games;0.9739583333;online_shopping;movies, tv, music and games;Oct2018;Oct2018
430;42;2018-07-01T00:00:00Z;debit;jet-tankstelle;;430;42;2018-07-01T00:00:00Z;debit;jet-tankstelle;70.0;travel/flights;0.6368799603;travel;flights;Oct2018;Oct2018
431;42;2018-07-04T00:00:00Z;debit;amazon de marketplace;;431;42;2018-07-04T00:00:00Z;debit;amazon de marketplace;21.99;online_shopping/department store;0.7621527778;online_shopping;department store;Oct2018;Oct2018
